"name";"intcode";"barcode";"price";"dept";"tag";"unit"
"Устройство чтения карт памяти SD/microSD/M2/MS 3Q ""CRM009-K"", внешн., белый (USB)";"671";"0000000000000";"160";"2";"1";"шт."
"Чистящее средство - влажные салфетки Buro ""BU-Tscreen"" для экранов и оптики (100шт./уп.)";"673";"0000000000000";"85";"2";"1";"шт."
"Чистящее средство набор для чистки лазерной оптики (компакт-диск и жидкость) Defender ""36903""";"674";"0000000000000";"115";"2";"1";"шт."
"Сетевой адаптер Wi-Fi 150Мбит/сек. D-Link ""DWA-525"" 802.11b/g/n (PCI)";"675";"0000000000000";"560";"2";"1";"шт."
"Картридж HP C6614DE (черный) для DJ 610/640/656";"676";"0000000000000";"995";"2";"1";"шт."
"Многофункциональное устройство Canon ""i-SENSYS MF4410"" A4, лазерный, принтер + сканер + копир, ЖК, с";"677";"0000000000000";"8500";"2";"1";"шт."
"Модем DSL ZyXEL ""OMNI P660RU3 EE"" Annex A ADSL2+ (USB, LAN)	";"678";"0000000000000";"1350";"2";"1";"шт."
"Системный блок (IXA30G2-8400N500M52LT Ax2 2.8 500GB IH,2GB3,CR,8400NW 512MB)";"679";"0000000000000";"11403";"2";"1";"шт."
"Картридж Canon ""FX-10"" для факсов Canon FAX-L100/L120";"680";"0000000000000";"2300";"2";"1";"шт."
"Бумага для фото-печати Lomond 0102034 (10x15см, 230г/кв.м, 50л., матовая)";"681";"0000000000000";"65";"2";"1";"шт."
"Видеокарта PCI-E 1024МБ Palit ""GeForce GT 440"" (GeForce GT 440, DDR3, D-Sub, DVI, HDMI)";"682";"0000000000000";"2350";"2";"1";"шт."
"Корпус Miditower Codegen ""3335-A11"" ATX 2.03, черно-серебр. (350Вт, ATX12V V2.03)";"683";"0000000000000";"1150";"2";"1";"шт."
"Корпус Minitower IN-WIN ""EMR-023"", mATX, черный (450Вт)";"684";"0000000000000";"575";"2";"1";"шт."
"Карта памяти 8ГБ Kingston ""SDC4/8GB-2ADP"" Micro SecureDigital Card HC Class4 + 2 адаптера";"685";"0000000000000";"460";"2";"1";"шт."
"Модуль оперативной памяти 2ГБ DDR3 SDRAM Silicon Power ""SP002GBLTU133S02"" (PC10600, 1333МГц, CL9)";"686";"0000000000000";"675";"2";"1";"шт."
"Процессор Intel ""Pentium Dual-Core E6700"" (3.20ГГц, 2МБ, 1066МГц, EM64T) Socket775";"688";"0000000000000";"2565";"2";"1";"шт."
"Системный блок (IXC32G440N1024P43ES3CD1000GB IH,4GB,CR,NW)";"689";"0000000000000";"14461";"2";"1";"шт."
"Видеокарта PCI-E 512МБ ASUS ""EN210 Silent/DI/512MD2(LP)"" (GeForce 210, DDR2, D-Sub, DVI, HDMI)";"690";"0000000000000";"1295";"2";"1";"шт."
"Корпус Miditower Codegen ""3339-A2"", ATX, черно-серый (450Вт)";"691";"0000000000000";"1275";"2";"1";"шт."
"Материнская плата Socket775 GIGABYTE ""GA-G41MT-S2"" (iG41, 2xDDR3, SATA II, PCI-E, D-Sub, SB, 1Гбит L";"692";"0000000000000";"1840";"2";"1";"шт."
"Модуль оперативной памяти 2ГБ DDR3 SDRAM Silicon Power ""SP002GBLTU133V02"" (PC10600, 1333МГц, CL9)";"693";"0000000000000";"500";"2";"1";"шт."
"Системный блок (IXPDC30G2-500M52LT500GB IH,2GB3,CR,DVD-RW)";"694";"0000000000000";"8896";"2";"1";"шт."
"Картридж Canon ""703"" (черный) LBP-2900/3000";"695";"0000000000000";"590";"2";"1";"шт"
"Скотч упаковочный (57м)";"696";"0000000000000";"25";"2";"1";"шт."
"Разветвитель 4 порта USB2.0 Konoos ""Фоторамка UK-09"", внешн.";"697";"0000000000000";"345";"2";"1";"шт."
"Разветвитель 4 порта USB2.0 Konoos ""Часы UK-08"", внешн.";"698";"0000000000000";"360";"2";"1";"шт."
"Бумага для фото-печати Lomond 1103101 (A4, 260г/кв.м, 20л., глянц.)";"700";"0000000000000";"200";"2";"1";"шт."
"Картридж Samsung ""ML-2010D3"" для ML-2015/2510/2570/2571";"701";"0000000000000";"1980";"2";"1";"шт."
"Акустическая система стерео Sven ""SPS-605"" 2x3Вт, черный	2";"702";"0000000000000";"535";"2";"1";"шт."
"Гарнитура Cosonic ""CD-723MV"", с регулятором громкости";"703";"0000000000000";"230";"2";"1";"шт."
"Корпус Miditower Codegen ""3336-A11"" ATX 2.03, черно-серебр. (450Вт, ATX12V V2.03)";"704";"0000000000000";"2800";"2";"1";"шт."
"Видеокарта PCI-E 512МБ Gainward ""GeForce 210"" 1657 (GeForce 210, DDR3 32бит, D-Sub, DVI, HDMI)	";"705";"0000000000000";"1280";"2";"1";"шт."
"Клавиатура Sven ""Basic 304"", 104+3кн., черный (USB)";"706";"0000000000000";"190";"2";"1";"шт."
"Чистящее средство чистящий комплект (гель + микрофибра) Buro ""BU-Glcd"" для LCD, OLED и плазменных эк";"707";"0000000000000";"155";"2";"1";"шт."
"Материнская плата SocketAM2+ ASUS ""M2N68-AM Plus"" (GeForce 7025, 2xDDR2, U133, SATA II-RAID, PCI-E,";"708";"0000000000000";"1750";"2";"1";"шт."
"Модуль памяти 1ГБ DDR SDRAM Hynix (PC3200, 400МГц)";"709";"0000000000000";"1150";"2";"1";"шт."
"к CD-R 700МБ 52x Philips ""CR7D5JB50"" Printable, пласт. коробка, на шпинделе ";"710";"0000000000000";"9";"2";"1";"шт."
"Бумага А4 ""Sveto-Copy NEW""";"711";"0000000000000";"135";"2";"1";"шт"
"Бумага А4 ""BALLET-PREMIER""";"712";"0000000000000";"220";"2";"1";"шт."
"Бумага для фото-печати глянцевая  (A4, 220г/кв.м, 50л., глянц.)";"713";"0000000000000";"8";"2";"1";"null"
"Бумага для фото-печати Lomond 0102033 (A4, 200г/кв.м, 50л., матовая)";"714";"0000000000000";"350";"2";"1";"шт."
"Видеокарта PCI-E 1024МБ Sapphire ""Radeon HD 5570"" 11167-00 (Radeon HD 5570, DDR3, D-Sub, DVI, HDMI)";"715";"0000000000000";"2200";"2";"1";"шт."
"Карта памяти 8ГБ Kingston ""SDC4/8GBSP"" Micro SecureDigital Card HC Class4";"717";"0000000000000";"430";"2";"1";"шт."
"Многофункциональное устройство Samsung ""SCX-3205"" A4, лазерный, принтер + сканер + копир, черный (US";"718";"0000000000000";"5673";"2";"1";"шт."
"Устройство чтения карт памяти CF/MD/SDHC/miniSD/microSD/MMCmicro/MS/xD ORIENT ""CR-02BR"", внешн., чер	";"719";"0000000000000";"265";"2";"1";"шт."
"Устройство чтения карт памяти CF/XD/MMC/SD/microSD/MS/MS Duo SEMA ""Q1"", внешн., черный (USB2.0)";"720";"0000000000000";"271";"2";"1";"шт."
"Интернет-камера Logitech ""WebCam C170"" с микрофоном 960-000760 (USB2.0)";"721";"0000000000000";"1150";"2";"1";"шт."
"Продление лицензии  Dr.Web Security Space 12 мес.";"722";"0000000000000";"800";"1";"1";"шт"
"Точка доступа Wi-Fi D-Link ""DIR-300N"" 150Мбит/сек. + маршрутизатор 4 порта LAN + 1 порт WAN 100Мбит/";"723";"0000000000000";"1335";"2";"1";"шт."
"Видеокарта PCI-E 1024МБ Palit ""GeForce GTS 450"" (GeForce GTS 450, DDR5, D-Sub, DVI, HDMI)	";"725";"0000000000000";"3850";"2";"1";"шт."
"Сумка для ноутбука Continent CC-03 до 15,4"" (нейлон, черный, 41 x 31 x 9 см)";"726";"0000000000000";"910";"2";"1";"шт."
"4601546044440,1С:Управление торговлей 8. Базовая версия";"727";"0000000000000";"4600";"2";"1";"шт."
"Жесткий диск 1000ГБ Seagate ""Barracuda 7200.12 ST31000524AS"" 7200об./мин., 32МБ (SATA III)";"728";"0000000000000";"2747";"2";"1";"шт."
"Корпус Miditower IN-WIN ""EAR-007T2"", ATX, черно-серебр. (450Вт)";"729";"0000000000000";"2145";"2";"1";"шт."
"Кулер Ice Hammer IH-4200B <SocketAM2/LGA775/1366/1156, HeatpipeDirect, тепловые трубки >";"730";"0000000000000";"590";"2";"1";"шт."
"Материнская плата SocketAM3 GIGABYTE ""GA-MA770T-UD3"" rev.1.4 (AMD 770, 4xDDR3, U133, SATA II-RAID, P";"731";"0000000000000";"2750";"2";"1";"шт."
"Материнская плата Socket775 ASRock ""N-68C-UCC"" ( 2xDDR3, U100, SATA II, PCI-E, D-Sub, SB, 1Г";"733";"0000000000000";"1740";"2";"1";"шт."
"Материнская плата Socket775 MSI ""G41M-P25"" (iG41, 2xDDR3, U100, SATA II, PCI-E, D-Sub, DVI, SB, 1Гби";"734";"0000000000000";"1665";"2";"1";"шт."
"Инфоникс офис MSI";"735";"0000000000000";"";"2";"1";"шт."
"Контроллер LPT (1внешн.+1внутр.) STLab ""I-122"" (PCI)";"736";"0000000000000";"575";"2";"1";"шт."
"Жесткий диск 500.0 Gb Hitachi HDS5C1050CLA382 SATA-II <5400rpm, 8Mb>";"737";"0000000000000";"1455";"2";"1";"шт."
"Корпус Miditower Codegen ""3336-A11"" ATX 2.03, черно-серебр. (350Вт, ATX12V V2.03)";"738";"0000000000000";"1120";"2";"1";"шт."
"Дисковод 3.5"" TEAC ""FD-235HF"", черный";"739";"0000000000000";"450";"2";"1";"шт."
"Блок питания 350Вт Codegen ""QORi 200XA"" ATX 2.03 (20/24+4pin, вентилятор d80мм)";"741";"0000000000000";"1100";"2";"1";"шт"
"Корпус Miditower IN-WIN ""EAR-010T2"", ATX, черно-серебр. (450Вт)";"742";"0000000000000";"2250";"2";"1";"шт."
"Кулер для процессора Socket754/939/940/AM2/AM3 Cooler Master ""DK9-9GD4A-0L-GP""";"743";"0000000000000";"145";"2";"1";"шт."
"Материнская плата SocketAM3 GIGABYTE ""GA-M68MT-S2"" rev.1.3 (GeForce 7025, 2xDDR3, SATA II-RAID, PCI-";"744";"0000000000000";"1920";"2";"1";"шт."
"Мат. плата Socket775 MSI ""G41M-P26"" (iG41, 2xDDR3, U100, SATA II, PCI-E, D-Sub, SB, LAN, USB2.0, mAT";"745";"0000000000000";"1640";"2";"1";"шт."
"Блок питания для ноутбука Раведа ""PR11U-90W"" универсальный, USB, 90Вт + 3 дополнительных коннектор";"748";"0000000000000";"820";"2";"1";"шт."
"Модуль оперативной памяти 2ГБ DDR3 SDRAM Kingston ""ValueRAM"" KVR1333D3N9/2G (PC10600, 1333МГц, CL9)";"749";"0000000000000";"640";"2";"1";"шт."
"Устройство чтения карт памяти CF/SM/MMC/SD/MS/xD 3Q ""CRI006-B"", в 3.5"" отсек, доп. порт USB, черный";"750";"0000000000000";"205";"2";"1";"шт."
"Мобильный персональный компьютер Lenovo ""Z560"" 59069077 (Core i3 380M-2.53ГГц, 3072МБ, 320ГБ, GF310M";"751";"0000000000000";"19950";"2";"1";"шт."
"Жесткий диск 500ГБ Seagate ""Barracuda 7200.12 ST500DM002"" 7200об./мин., 16МБ (SATA III)";"753";"0000000000000";"3900";"2";"1";"шт."
"Тонер для HP LJ 1005/1006/1505 (фл. 60г) B&W Standart";"754";"0000000000000";"55";"2";"1";"шт."
"Модем DSL D-Link ""DSL-2540U/BRU/T1A"" Annex A ADSL2/2+ + маршрутизатор 4 порта 100Мбит/сек. (LAN)";"755";"0000000000000";"1170.6";"2";"1";"шт."
"Накопитель USB flash 4ГБ Transcend ""JetFlash V35"" TS4GJFV35 (USB2.0)	";"756";"0000000000000";"265";"2";"1";"шт."
"Корпус Miditower Codegen ""3341-A11"", ATX, черно-серебр. (450Вт)";"757";"0000000000000";"1290";"2";"1";"шт."
"Материнская плата Socket775 GIGABYTE ""GA-G41MT-S2"" (iG41, 2xDDR3, SATA II, PCI-E, D-Sub, SB, 1Гбит L";"758";"0000000000000";"1720";"2";"1";"шт."
"ЖК-монитор 20.0"" Acer ""V203HVAb"" 1600x900, 5мс, TCO'03, черный (D-Sub)";"759";"0000000000000";"4380";"2";"1";"шт."
"ЖК-монитор 21.5"" ViewSonic ""VA2231w-LED"" 1920x1080, 5мс, TCO5.0, черный (D-Sub, DVI)";"760";"0000000000000";"5840";"2";"1";"шт."
"Кассета MiniDV 60мин. Panasonic ""AY-DVM60FF""";"761";"0000000000000";"100";"2";"1";"шт."
"Конверты для CD VS ""VSCAEY-100-SW"" (100шт./уп.), пластиковые";"762";"0000000000000";"2";"2";"1";"шт"
"Кабель USB2.0 соединительный USB A-microB Gembird ""CCP-mUSB2-AMBM-6"" (1.8м)	";"763";"0000000000000";"200";"2";"1";"шт."
"Кабель VGA (PRO) 15x15 сигнальный (1.8м)";"764";"0000000000000";"125";"2";"1";"шт."
"Переходник DVI-I Dual Link->D-Sub Vcom ""DVI 24+5/HD 15F""";"765";"0000000000000";"85";"2";"1";"шт."
"Модем TRENDnet ""TFM-PCIV92A"" (PCI)";"766";"0000000000000";"390";"2";"1";"шт."
"Чистящее средство чистящий комплект (гель + микрофибра) Buro ""BU-Gscreen"" для экранов и оптики (200м";"767";"0000000000000";"100";"2";"1";"шт."
"Карта памяти 4ГБ Transcend ""TS4GUSDHC10"" Micro SecureDigital Card HC Class10 + адаптер";"769";"0000000000000";"265";"2";"1";"шт."
"Сет.адаптер Wi-Fi 150Мбит/сек. D-Link ""DWA-125/A2A"" 802.11b/g (USB2.0)";"770";"0000000000000";"520";"2";"1";"шт."
"Системный блок Инфоникс стартер AM3G";"771";"0000000000000";"14034";"2";"1";"шт."
"ЖК-монитор 20.0"" BenQ ""G2025HDA"" 1600x900, 5мс, черный (D-Sub)";"772";"0000000000000";"5160";"2";"1";"шт."
"Модуль оперативной памяти SO-DIMM 4ГБ DDR3 SDRAM SEC (PC10600, 1333МГц, CL9) original";"774";"0000000000000";"1600";"2";"1";"шт."
"Картридж Canon ""EP-22"" (черный) LBP800/810/1120 (HP LJ1100)";"775";"0000000000000";"2915";"2";"1";"шт."
"Процессор AMD ""Athlon II X2 220"" (2.80ГГц, 2x512КБ, HT2000МГц) SocketAM3";"776";"0000000000000";"1888";"2";"1";"шт."
"Материнская плата SocketFM1 GIGABYTE ""GA-A75M-UD2H"" (AMD A75, 4xDDR3, SATA III, RAID, 2xPCI-E, D-Sub";"777";"0000000000000";"3955";"2";"1";"шт."
"Процессор AMD ""A6-3500"" (2.10ГГц, 3x1024КБ, GPU) SocketFM1	";"778";"0000000000000";"3600";"2";"1";"шт."
"Процессор AMD ""Sempron 145"" (2.80ГГц, 1024КБ, HT2000МГц, AMD64, 45Вт) SocketAM3";"779";"0000000000000";"1370";"2";"1";"шт."
"Материнская плата SocketAM3 Elitegroup ""MCP61M-M3"" v7.1 (GeForce 6150SE, 2xDDR3, SATA II, U133, PCI-";"780";"0000000000000";"1670";"2";"1";"шт."
"Привод DVD±RW 24x8x16xDVD/48x32x48xCD Sony Optiarc ""AD-7280S"", черный (SATA)";"781";"0000000000000";"790";"2";"1";"шт."
"ИБП (UPS) 800ВА Ippon ""Back Power Pro 800"" (COM, USB)";"782";"0000000000000";"3650";"2";"1";"шт."
"Блок питания для ноутбука FSP ""NB 120"" PNA1200152 универсальный, 120Вт";"783";"0000000000000";"1570";"2";"1";"шт."
"Материнская плата SocketAM3 MSI ""870-C45"" (AMD RX780, 4xDDR3, U133, SATA II-RAID, PCI-E, SB, 1Гбит L";"784";"0000000000000";"2400";"2";"1";"шт."
"Кабель питания EURO (1.5м)";"785";"0000000000000";"100";"2";"1";"шт."
"Процессор AMD ""Athlon 64 X2 7850 Black Edition"" (2.80ГГц, 2x512КБ+2МБ, HT1800МГц) SocketAM2+	";"786";"0000000000000";"1540";"2";"1";"шт."
"Ремонт вычислительной техники (ноутбук)";"787";"0000000000000";"700";"1";"1";"час"
"Материнская плата Socket1155 GIGABYTE ""GA-Z68XP-UD3"" (iZ68, 4xDDR3, SATA III, SATA II, RAID, 2xPCI-E";"788";"0000000000000";"5900";"2";"1";"шт."
"Блок питания 600Вт Cooler Master ""eXtreme Power Plus"" RS-600-PCAR-E3 EU ATX12V V2.3 (20/24+4/8+6/8pi";"789";"0000000000000";"2440";"2";"1";"шт."
"Видеокарта PCI-E 1024МБ Sapphire ""Radeon HD 6670"" 11192-07 (Radeon HD 6670, DDR3, D-Sub, DVI, HDMI)";"790";"0000000000000";"2831";"2";"1";"шт."
"Корпус Miditower IN-WIN ""EAR-016T2"", ATX, черно-серебр. (450Вт)";"791";"0000000000000";"2380";"2";"1";"шт."
"Кулер для процессора Socket115x Intel (медный сердечник)";"792";"0000000000000";"827";"2";"1";"шт."
"Процессор Intel ""Core i3-2100"" (3.10ГГц, 2x256КБ+3МБ, EM64T, GPU) Socket1155";"793";"0000000000000";"4533";"2";"1";"шт."
"Сумка для ноутбука PortCase KCB-02BKP до 15,6"" (Черный, искусственная кожа, 40 х 30 х 7 см.)";"794";"0000000000000";"1150";"2";"1";"шт."
"Интернет-камера Logitech ""WebCam C110"" с микрофоном 960-000754 (USB2.0)";"795";"0000000000000";"550";"2";"1";"шт."
"Устройство чтения карт памяти CF/XD/MMC/SD/MS/T-Flash/M2 Acorp ""CRIP200-B"" ver.6.0, в 3.5"" отсек, до";"796";"0000000000000";"230";"2";"1";"шт."
"Диагностика";"797";"0000000000000";"200";"1";"1";"шт"
"Восстановление данных с носителей";"798";"0000000000000";"650";"1";"1";"шт."
"Видеокарта PCI-E 1024МБ Palit ""GeForce GF210"" (GeForce 210, DDR3 64бит, D-Sub, DVI, HDMI)";"799";"0000000000000";"1340";"2";"1";"шт."
"Кабель HDMI Flextron ""Домашний"" CHH-HOM-3.0-01-B1, медь 26AWG, позолоченные контакты (3.0м)";"801";"0000000000000";"350";"2";"1";"шт."
"Переходник питания PATA HDD->SATA HDD Flextron ""CSP-10-01-P1"", медь 20AWG (0.1м)";"803";"0000000000000";"30";"2";"1";"шт."
"Картридж HP CE285A (черный) для LJ-P1102/P1102w";"804";"0000000000000";"2650";"2";"1";"шт."
"Корпус Miditower IN-WIN ""EAR-018T2"", ATX, черно-серебр. (450Вт)";"805";"0000000000000";"2360";"2";"1";"шт."
"Мобильный персональный компьютер Lenovo ""G570"" 59308672 (Core i3 2310M-2.10ГГц, 3072МБ, 640ГБ, HD637";"806";"0000000000000";"20800";"2";"1";"шт."
"Системный блок MK-0218(IntelP-3.3/8G/1T)";"807";"0000000000000";"20490";"2";"1";"шт"
"Видеокарта PCI-E 1024МБ Palit ""GeForce GT 430"" (GeForce GT 430, DDR3, D-Sub, DVI, HDMI)";"809";"0000000000000";"2200";"2";"1";"шт."
"Корпус Miditower Codegen ""3337-A11"" ATX, черно-серебр. (450Вт)";"810";"0000000000000";"2700";"2";"1";"шт."
"Модуль памяти 2ГБ DDR3 SDRAM Kingston ""ValueRAM"" KVR1333D3S8N9/2G (PC10600, 1333МГц, CL9)";"811";"0000000000000";"580";"2";"1";"шт."
"Мат. плата Socket775 GIGABYTE ""GA-G41MT-S2P"" (iG41, 2xDDR3, SATA II, PCI-E, D-Sub, SB, 1Гбит LAN, US";"812";"0000000000000";"1700";"2";"1";"шт."
"Системный блок Инфоникс Starter PDC775";"813";"0000000000000";"11320";"2";"1";"шт."
"Видеокарта PCI-E 1024МБ Palit ""GeForce GTS 450"" (GeForce GTS 450, DDR5, D-Sub, DVI, HDMI)	";"814";"0000000000000";"4000";"2";"1";"шт."
"Видеокарта PCI-E 1024МБ Sapphire ""Radeon HD 5670"" 11168-32 (Radeon HD 5670, DDR3, D-Sub, DVI, HDMI)";"815";"0000000000000";"2630";"2";"1";"шт."
"Корпус Miditower IN-WIN ""EAR-006"" ATX 2.03, черно-серебр. (450Вт, ATX12V V2.0)";"816";"0000000000000";"2628";"2";"1";"шт."
"Модуль оперативной памяти 4ГБ DDR3 SDRAM Patriot ""PSD34G13332"" (PC10600, 1333МГц, CL9)";"817";"0000000000000";"830";"2";"1";"шт."
"Процессор AMD ""Phenom II X2 560 Black Edition"" (3.30ГГц, 2x512КБ+6МБ, HT2000МГц) SocketAM3	";"818";"0000000000000";"3590";"2";"1";"шт."
"Сумка для ноутбука Sumdex CKN-002 Notebrief до 15.6""-16"" (искусственная кожа, чёрная, 39,5 x 32 x 11";"819";"0000000000000";"1180";"2";"1";"шт."
"Манипулятор ""мышь"" Genius ""Micro Traveler"" оптич., 2кн.+скр., черный (USB)";"820";"0000000000000";"300";"2";"1";"шт."
"Манипулятор ""мышь"" Genius ""Mini Traveler"" оптич., 2кн.+скр., металлик (USB)";"821";"0000000000000";"290";"2";"1";"шт."
"Привод DVD±RW 8x8x8xDVD/24x24x24xCD LITE-ON ""eSAU108-114"", внешний, черный (USB2.0)";"822";"0000000000000";"1600";"2";"1";"шт."
"Бумага для факса Genius (210 мм x 30 м) (термо)";"823";"0000000000000";"50";"2";"1";"шт."
"ЖК-монитор 21.5"" Philips ""221S3LSB/62"" 1920x1080, 5мс, TCO5.1 черный (D-Sub)";"824";"0000000000000";"6573";"2";"1";"шт."
"Процессор AMD ""Athlon II X2 265"" (3.30ГГц, 2x1024КБ, HT2000МГц) SocketAM3";"825";"0000000000000";"2895";"2";"1";"шт."
"Привод DVD±RW 24x8x16xDVD/48x32x48xCD Sony Optiarc ""AD-5280S"", черный (SATA)";"826";"0000000000000";"950";"2";"1";"шт"
"Видеокарта PCI-E 1024МБ Palit ""GeForce GTX 550 Ti"" (GeForce GTX 550 Ti, DDR5, D-Sub, DVI, HDMI)";"827";"0000000000000";"4765";"2";"1";"шт."
"Корпус Miditower IN-WIN ""EAR-013T2"", ATX, черный (450Вт)";"828";"0000000000000";"2185";"2";"1";"шт."
"Материнская плата Socket1155 GIGABYTE ""GA-PH67A-D3-B3"" (iH67, 4xDDR3, SATA III, SATA II, RAID, 2xPCI";"829";"0000000000000";"3655";"2";"1";"шт."
"Устройство чтения карт памяти CF/MD/MMC/SD/microSD/MS/xD 3Q ""CRI003-B"", в 3.5"" отсек, доп. порт USB,";"830";"0000000000000";"210";"2";"1";"шт."
"Антивирус ESET NOD32 3ПК 12мес";"832";"0000000000000";"1180";"1";"1";"шт."
"продление лицензии Антивирус DrWeb 12 мес";"833";"0000000000000";"660";"1";"1";"шт"
"Привод DVD±RW 8xW/8xRW/8xR/24xW/24xRW/24xR Pioneer ""DVR-TD11RS"" для ноутбука, черный (SATA)";"835";"0000000000000";"1000";"2";"1";"шт"
"Картридж Samsung ""MLT-D104S/SEE"" (черный) для SCX-3200/3217/ML-1660/1665";"836";"0000000000000";"2750";"2";"1";"шт"
"Материнская плата Socket775 ASRock ""G31M-S"" rev2.0 (iG31, 2xDDR2, SATA II, U100, PCI-E, SB, D-Sub, L";"837";"0000000000000";"1695";"2";"1";"шт"
"Видеокарта PCI-E 1024МБ Palit ""GeForce GT 430"" (GeForce GT 430, DDR3, D-Sub, DVI, HDMI)";"839";"0000000000000";"2250";"2";"1";"шт"
"Жесткий диск 250ГБ Seagate ""Barracuda 7200.12 ST250DM000"" 7200об./мин., 16МБ (SATA III)";"840";"0000000000000";"3069";"2";"1";"шт"
"Кабель USB 2.0 соединительный USB A-miniB (1.8м)";"841";"0000000000000";"40";"2";"1";"шт"
"Процессор Intel ""Pentium Dual-Core E6600"" (3.06ГГц, 2МБ, 1066МГц, EM64T) Socket775";"843";"0000000000000";"2380";"2";"1";"шт"
"Обслуживание программного обеспечения за январь";"844";"0000000000000";"2500";"1";"1";"мес"
"Мобильный персональный компьютер Lenovo ""G565"" 59055356 (Turion II X2 P540-2.40ГГц, 3072МБ, 500ГБ, H";"845";"0000000000000";"17424";"2";"1";"шт"
"Модуль памяти 1ГБ DDR SDRAM Patriot (PC3200, 400МГц)";"846";"0000000000000";"900";"2";"1";"шт"
"Корпус Miditower Codegen ""3349-A11"", ATX, черно-серебр. (450Вт)";"847";"0000000000000";"1320";"2";"1";"шт"
"Опер. система Microsoft ""Windows 7 Home Basic SP1 32-bit Russian CIS and Georgia 1pk DSP OEI DVD""";"848";"0000000000000";"3470";"2";"1";"шт"
"Ремонт системного блока";"850";"0000000000000";"14333";"1";"1";"шт"
"антивирус Касперский  1 пк  на 12 мес";"851";"0000000000000";"1000";"1";"1";"шт"
"Мат. плата SocketAM3 GIGABYTE ""GA-770T-D3L"" rev.3.1 (AMD 770, 2xDDR3, U133, SATA II-RAID, PCI-E, SB,";"852";"0000000000000";"2510";"2";"1";"шт"
"Процессор AMD ""Athlon II X2 255"" (3.10ГГц, 2x1024КБ, HT2000МГц) SocketAM3";"853";"0000000000000";"1662";"2";"1";"шт"
"Модуль оперативной памяти 2ГБ DDR3 SDRAM SEC ""M378B5773DH0-CH9"" (PC10600, 1333МГц, CL9), original";"854";"0000000000000";"550";"2";"1";"шт"
"Видеокарта PCI-E 1024МБ PowerColor ""Radeon HD 6670"" AX6670 1GBK3-H (Radeon HD 6670, DDR3, D-Sub, DVI";"855";"0000000000000";"2955";"2";"1";"шт"
"Мобильный персональный компьютер Toshiba ""Satellite C660-14J"" (Pentium DC P6100-2.00ГГц, 2048МБ, 500";"856";"0000000000000";"17404";"2";"1";"шт"
"Интернет Камера A4Tech  PK(s)-635K микрофон";"857";"0000000000000";"490";"2";"1";"шт"
"Фотобарабан для HP LJ 5L/6L/1100/3100 AX (Fuji)";"858";"0000000000000";"131";"2";"1";"шт"
"Диск CD-RW 700МБ 8x-12x Verbatim Slim, цветные ";"860";"0000000000000";"28";"2";"1";"шт"
"Хостинг "" Инфоникс Стандарт+""";"861";"0000000000000";"83";"1";"1";"мес"
"Продление хостинга  сайта fatezhadm.ru 3мес.";"863";"0000000000000";"250";"1";"1";"шт"
"Продление домена сайта fatezhadm.ru 12мес.";"864";"0000000000000";"1000";"1";"1";"шт"
"обслуживание программного обеспечения и консультации  ";"865";"0000000000000";"660";"1";"1";"час"
"Картридж HP CB435A ""35A"" (черный) для LJ P1005/P1006";"866";"0000000000000";"2150";"1";"1";"шт"
"Коврик Defender ""Opti Laser"" 50410 (для оптической и лазерной мыши)";"867";"0000000000000";"100";"2";"1";"шт"
"Материнская плата SocketAM3 GIGABYTE ""GA-M68MT-S2P"" (GeForce 7025, 2xDDR3, SATA II, RAID, PCI-E, D-S";"868";"0000000000000";"1815";"2";"1";"шт"
"Модуль оперативной памяти 4ГБ DDR3 SDRAM SEC ""M378B5273CH0-CH9"" (PC10600, 1333МГц, CL9), original";"869";"0000000000000";"810";"2";"1";"шт"
"Процессор AMD ""Athlon II X2 250e"" (3.00ГГц, 2x1024КБ, HT2000МГц) SocketAM3";"870";"0000000000000";"2420";"2";"1";"шт"
"Интернет-камера A4Tech ""PK-635G"" с микрофоном (USB2.0)";"871";"0000000000000";"535";"2";"1";"шт"
"Интернет-камера A4Tech ""PK-720G"" с микрофоном (USB2.0)";"872";"0000000000000";"605";"2";"1";"шт"
"Кабель e-SATA Type I (1.0м)	2";"873";"0000000000000";"170";"2";"1";"шт"
"Накопитель USB flash 16ГБ Kingston ""DataTraveler 100 Generation 2"" DT100G2/16GBZ (USB2.0)";"874";"0000000000000";"690";"2";"1";"шт"
"Сумка Sumdex ""PON-302BK""";"875";"0000000000000";"1080";"2";"1";"шт"
"Консультационные услуги";"876";"0000000000000";"3201.81";"1";"1";"час"
"Бумага для фото-печати Lomond 1103102 (10x15см, 260г/кв.м, 20л., суперглянц.)";"877";"0000000000000";"80";"2";"1";"шт"
"Видеокарта PCI-E 1024МБ Sapphire ""Radeon HD 6670"" 11192-14 (Radeon HD 6670, DDR5, D-Sub, DVI, HDMI)";"878";"0000000000000";"3385";"2";"1";"шт"
"Накопитель USB flash 16ГБ Kingston ""DataTraveler Generation 3"" DTIG3/16GB (USB2.0)";"879";"0000000000000";"650";"2";"1";"шт"
"Жесткий диск 500ГБ Western Digital ""Caviar Blue WD5000AAKX"" 7200об./мин., 16МБ (SATA III)";"880";"0000000000000";"2635";"2";"1";"шт"
